"country_name","country_code","anio","tasa.de.desempleo"
"Chad","TCD",2023,1.074
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA",2000,3.42896287038122
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA",2010,4.17562491797747
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA",2023,3.99023937769226
"Europa y Asia central (BIRF y la AIF)","TEC",2000,11.0252036761132
"Europa y Asia central (BIRF y la AIF)","TEC",2010,8.68768383545242
"Europa y Asia central (BIRF y la AIF)","TEC",2023,5.16033097228572
"Togo","TGO",2000,4.174
"Togo","TGO",2010,2.383
"Togo","TGO",2023,1.948
"Tailandia","THA",2000,2.389
"Tailandia","THA",2010,0.622
"Tailandia","THA",2023,0.733
"Tayikistán","TJK",2000,4.15
"Tayikistán","TJK",2010,11.542
"Tayikistán","TJK",2023,11.546
"Turkmenistán","TKM",2000,11.666
"Turkmenistán","TKM",2010,4
"Turkmenistán","TKM",2023,4.099
"América Latina y el Caribe (BIRF y la AIF)","TLA",2000,9.54724386782
"América Latina y el Caribe (BIRF y la AIF)","TLA",2010,7.2528256939654
"América Latina y el Caribe (BIRF y la AIF)","TLA",2023,6.27705803055615
"Timor-Leste","TLS",2000,3.477
"Timor-Leste","TLS",2010,3.301
"Timor-Leste","TLS",2023,1.521
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN",2000,8.71795660306332
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN",2010,7.04902894071952
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN",2023,8.91907614245528
"Tonga","TON",2000,4.12
"Tonga","TON",2010,1.513
"Tonga","TON",2023,2.262
"Asia meridional (BIRF y la AIF)","TSA",2000,7.20741819718825
"Asia meridional (BIRF y la AIF)","TSA",2010,7.18135687960395
"Asia meridional (BIRF y la AIF)","TSA",2023,4.30525176596245
"África al sur del Sahara (BIRF y la AIF)","TSS",2000,6.43551093234137
"África al sur del Sahara (BIRF y la AIF)","TSS",2010,5.98391462400052
"África al sur del Sahara (BIRF y la AIF)","TSS",2023,5.88775361694401
"Trinidad y Tobago","TTO",2000,12.1
"Trinidad y Tobago","TTO",2010,4.033
"Trinidad y Tobago","TTO",2023,4.21
"Túnez","TUN",2000,14.94
"Túnez","TUN",2010,13.049
"Túnez","TUN",2023,15.106
"Turquía","TUR",2000,6.495
"Turquía","TUR",2010,11.879
"Turquía","TUR",2023,9.388
"Tuvalu","TUV",2000,NA
"Tuvalu","TUV",2010,NA
"Tuvalu","TUV",2023,NA
"Tanzanía","TZA",2000,3.127
"Tanzanía","TZA",2010,3.029
"Tanzanía","TZA",2023,2.582
"Uganda","UGA",2000,3.529
"Uganda","UGA",2010,3.619
"Uganda","UGA",2023,2.787
"Ucrania","UKR",2000,11.707
"Ucrania","UKR",2010,8.1
"Ucrania","UKR",2023,NA
"Ingreso mediano alto","UMC",2000,5.68997323027097
"Ingreso mediano alto","UMC",2010,5.89375275942558
"Ingreso mediano alto","UMC",2023,5.66241186217702
"Uruguay","URY",2000,12.627
"Uruguay","URY",2010,7.158
"Uruguay","URY",2023,8.355
"Estados Unidos","USA",2000,3.992
"Estados Unidos","USA",2010,9.633
"Estados Unidos","USA",2023,3.638
"Uzbekistán","UZB",2000,12.317
"Uzbekistán","UZB",2010,5.36
"Uzbekistán","UZB",2023,4.46
"San Vicente y las Granadinas","VCT",2000,20.794
"San Vicente y las Granadinas","VCT",2010,19.966
"San Vicente y las Granadinas","VCT",2023,18.574
"Venezuela","VEN",2000,13.99
"Venezuela","VEN",2010,7.112
"Venezuela","VEN",2023,5.485
"Islas Vírgenes Británicas","VGB",2000,NA
"Islas Vírgenes Británicas","VGB",2010,NA
"Islas Vírgenes Británicas","VGB",2023,NA
"Islas Vírgenes (EE.UU.)","VIR",2000,10.546
"Islas Vírgenes (EE.UU.)","VIR",2010,11.742
"Islas Vírgenes (EE.UU.)","VIR",2023,12.32
"Viet Nam","VNM",2000,2.26
"Viet Nam","VNM",2010,1.114
"Viet Nam","VNM",2023,1.645
"Vanuatu","VUT",2000,8.283
"Vanuatu","VUT",2010,4.685
"Vanuatu","VUT",2023,5.082
"Mundo","WLD",2000,6.12304074094227
"Mundo","WLD",2010,6.28651108706876
"Mundo","WLD",2023,4.91595406904832
"Samoa","WSM",2000,4.734
"Samoa","WSM",2010,5.621
"Samoa","WSM",2023,4.977
"Kosovo","XKX",2000,NA
"Kosovo","XKX",2010,NA
"Kosovo","XKX",2023,NA
"Yemen, Rep. del","YEM",2000,11.557
"Yemen, Rep. del","YEM",2010,12.779
"Yemen, Rep. del","YEM",2023,17.091
"Sudáfrica","ZAF",2000,22.714
"Sudáfrica","ZAF",2010,24.683
"Sudáfrica","ZAF",2023,32.098
"Zambia","ZMB",2000,12.93
"Zambia","ZMB",2010,13.19
"Zambia","ZMB",2023,5.905
"Zimbabwe","ZWE",2000,5.684
"Zimbabwe","ZWE",2010,5.447
"Zimbabwe","ZWE",2023,8.759
